要素ID,項目名,コンテキストID,相対年度,連結・個別,期間・時点,ユニットID,単位,値
jppfs_cor:IncreaseDecreaseInProvisionForBonusesOpeCF,賞与引当金の増減額（△は減少）、営業活動によるキャッシュ・フロー,CurrentYearDuration,当期,連結,期間,JPY,円,166000000
jppfs_cor:IncreaseDecreaseInProvisionForDirectorsBonusesOpeCF,役員賞与引当金の増減額（△は減少）、営業活動によるキャッシュ・フロー,CurrentYearDuration,当期,連結,期間,JPY,円,-17000000
jppfs_cor:IncreaseDecreaseInProvisionForPointCardCertificatesOpeCF,ポイント引当金の増減額（△は減少）、営業活動によるキャッシュ・フロー,CurrentYearDuration,当期,連結,期間,JPY,円,-2965000000
jppfs_cor:IncreaseDecreaseInProvisionForLossOnGuaranteesOpeCF,債務保証損失引当金の増減額（△は減少）、営業活動によるキャッシュ・フロー,CurrentYearDuration,当期,連結,期間,JPY,円,-2122000000
jppfs_cor:IncreaseDecreaseInProvisionForDirectorsRetirementBenefitsOpeCF,役員退職慰労引当金の増減額（△は減少）、営業活動によるキャッシュ・フロー,CurrentYearDuration,当期,連結,期間,JPY,円,5000000
jpcrp030000-asr_E05031-000:IncreaseDecreaseInProvisionForAutomobileMaintenanceCostsOpeCF,,CurrentYearDuration,当期,その他,期間,JPY,円,-34000000
jppfs_cor:IncreaseDecreaseInNetDefinedBenefitLiabilityOpeCF,退職給付に係る負債の増減額（△は減少）、営業活動によるキャッシュ・フロー,CurrentYearDuration,当期,連結,期間,JPY,円,123000000
jpcrp030000-asr_E05031-000:FinancingRevenueOpeCF,,CurrentYearDuration,当期,その他,期間,JPY,円,-3529000000
jppfs_cor:InterestAndDividendsIncomeOpeCF,受取利息及び受取配当金、営業活動によるキャッシュ・フロー,CurrentYearDuration,当期,連結,期間,JPY,円,-401000000
jpcrp030000-asr_E05031-000:FinancialExpensesOpeCF,,CurrentYearDuration,当期,その他,期間,JPY,円,14622000000
jppfs_cor:LossGainOnDisposalOfLeasedAssetsOpeCFLEA,賃貸資産処分損益（△は益）、営業活動によるキャッシュ・フロー、リース事業,CurrentYearDuration,当期,連結,期間,JPY,円,-49000000
jppfs_cor:PurchaseOfLeasedAssetsOpeCFLEA,賃貸資産の取得による支出、営業活動によるキャッシュ・フロー、リース事業,CurrentYearDuration,当期,連結,期間,JPY,円,-12364000000
jppfs_cor:ProceedsFromSalesOfAssetsForRentOpeCF,賃貸資産の売却による収入、営業活動によるキャッシュ・フロー,CurrentYearDuration,当期,連結,期間,JPY,円,1105000000
jppfs_cor:DecreaseIncreaseInOperatingLoansOpeCFSPF,営業貸付金の増減額（△は増加）、営業活動によるキャッシュ・フロー、特定金融業,CurrentYearDuration,当期,連結,期間,JPY,円,207244000000
jppfs_cor:NetDecreaseIncreaseInLeaseReceivablesAndInvestmentAssetsOpeCF,リース債権及びリース投資資産の増減額（△は増加）、営業活動によるキャッシュ・フロー,CurrentYearDuration,当期,連結,期間,JPY,円,-20040000000
jppfs_cor:DecreaseIncreaseInAccountsReceivableInstallmentOpeCF,割賦売掛金の増減額（△は増加）、営業活動によるキャッシュ・フロー,CurrentYearDuration,当期,連結,期間,JPY,円,-1054339000000
jppfs_cor:IncreaseDecreaseInOperatingDebtOpeCF,営業債務の増減額（△は減少）、営業活動によるキャッシュ・フロー,CurrentYearDuration,当期,連結,期間,JPY,円,3258000000
jpcrp030000-asr_E05031-000:ProceedsFromFinancingRevenueOpeCF,,CurrentYearDuration,当期,その他,期間,JPY,円,3491000000
jpcrp030000-asr_E05031-000:PaymentsForFinancialExpensesOpeCF,,CurrentYearDuration,当期,その他,期間,JPY,円,-11849000000
jppfs_cor:OtherNetOpeCF,その他、営業活動によるキャッシュ・フロー,CurrentYearDuration,当期,連結,期間,JPY,円,12967000000
jppfs_cor:SubtotalOpeCF,小計、営業活動によるキャッシュ・フロー,CurrentYearDuration,当期,連結,期間,JPY,円,-808418000000
jppfs_cor:InterestAndDividendsIncomeReceivedOpeCFInvCF,利息及び配当金の受取額、営業活動によるキャッシュ・フロー又は投資活動によるキャッシュ・フロー,CurrentYearDuration,当期,連結,期間,JPY,円,401000000
jppfs_cor:IncomeTaxesPaidOpeCF,法人税等の支払額、営業活動によるキャッシュ・フロー,CurrentYearDuration,当期,連結,期間,JPY,円,-13504000000
jppfs_cor:NetCashProvidedByUsedInOperatingActivities,営業活動によるキャッシュ・フロー,CurrentYearDuration,当期,連結,期間,JPY,円,-821520000000
jppfs_cor:PurchaseOfOwnUsedAssetsInvCF,社用資産の取得による支出、投資活動によるキャッシュ・フロー,CurrentYearDuration,当期,連結,期間,JPY,円,-10793000000
jppfs_cor:OtherNetInvCF,その他、投資活動によるキャッシュ・フロー,CurrentYearDuration,当期,連結,期間,JPY,円,-639000000
jppfs_cor:NetCashProvidedByUsedInInvestmentActivities,投資活動によるキャッシュ・フロー,CurrentYearDuration,当期,連結,期間,JPY,円,-11432000000
jppfs_cor:NetIncreaseDecreaseInShortTermLoansPayableFinCF,短期借入金の純増減額（△は減少）、財務活動によるキャッシュ・フロー,CurrentYearDuration,当期,連結,期間,JPY,円,43100000000
jppfs_cor:ProceedsFromLongTermLoansPayableFinCF,長期借入れによる収入、財務活動によるキャッシュ・フロー,CurrentYearDuration,当期,連結,期間,JPY,円,483200000000
jppfs_cor:RepaymentOfLongTermLoansPayableFinCF,長期借入金の返済による支出、財務活動によるキャッシュ・フロー,CurrentYearDuration,当期,連結,期間,JPY,円,-99000000000
jppfs_cor:ProceedsFromIssuanceOfBondsFinCF,社債の発行による収入、財務活動によるキャッシュ・フロー,CurrentYearDuration,当期,連結,期間,JPY,円,270509000000
jppfs_cor:RedemptionOfBondsFinCF,社債の償還による支出、財務活動によるキャッシュ・フロー,CurrentYearDuration,当期,連結,期間,JPY,円,-150000000000
jpcrp030000-asr_E05031-000:ProceedsFromLongTermLoansPayableForReceivableSecuritizationFinCF,,CurrentYearDuration,当期,その他,期間,JPY,円,370700000000
jpcrp030000-asr_E05031-000:RepaymentsOfLongTermLoansPayableForReceivableSecuritizationFinCF,,CurrentYearDuration,当期,その他,期間,JPY,円,-26294000000
jppfs_cor:CashDividendsPaidFinCF,配当金の支払額、財務活動によるキャッシュ・フロー,CurrentYearDuration,当期,連結,期間,JPY,円,-8812000000
jppfs_cor:OtherNetFinCF,その他、財務活動によるキャッシュ・フロー,CurrentYearDuration,当期,連結,期間,JPY,円,3205000000
jppfs_cor:NetCashProvidedByUsedInFinancingActivities,財務活動によるキャッシュ・フロー,CurrentYearDuration,当期,連結,期間,JPY,円,886607000000
jppfs_cor:EffectOfExchangeRateChangeOnCashAndCashEquivalents,現金及び現金同等物に係る換算差額,CurrentYearDuration,当期,連結,期間,JPY,円,-187000000
jppfs_cor:NetIncreaseDecreaseInCashAndCashEquivalents,現金及び現金同等物の増減額（△は減少）,CurrentYearDuration,当期,連結,期間,JPY,円,53467000000
jppfs_cor:CashAndCashEquivalents,現金及び現金同等物の残高,CurrentYearInstant,当期末,連結,時点,JPY,円,422468000000
jpcrp_cor:NumberOfConsolidatedSubsidiaries,連結子会社の数,CurrentYearInstant,当期末,その他,時点,pure,,2
jpcrp_cor:NumberOfAssociatesAccountedForUsingEquityMethod,持分法を適用した関連会社の数,CurrentYearInstant,当期末,その他,時点,pure,,1
jppfs_cor:AccumulatedDepreciationPPEByGroup,減価償却累計額、有形固定資産、一括控除,CurrentYearInstant,当期末,連結,時点,JPY,円,-17652000000
jppfs_cor:CashAndDeposits,現金及び預金,CurrentYearInstant_NonConsolidatedMember,当期末,個別,時点,JPY,円,419362000000
jppfs_cor:AccountsReceivableOperatingLoansCASPF,営業貸付金、流動資産、特定金融業,CurrentYearInstant_NonConsolidatedMember,当期末,個別,時点,JPY,円,818105000000
jppfs_cor:AccountsReceivableInstallment,割賦売掛金,CurrentYearInstant_NonConsolidatedMember,当期末,個別,時点,JPY,円,2308964000000
jppfs_cor:LeaseReceivablesCA,リース債権、流動資産,CurrentYearInstant_NonConsolidatedMember,当期末,個別,時点,JPY,円,11000000
jppfs_cor:LeaseInvestmentAssetsCA,リース投資資産、流動資産,CurrentYearInstant_NonConsolidatedMember,当期末,個別,時点,JPY,円,2679000000
jppfs_cor:Supplies,貯蔵品,CurrentYearInstant_NonConsolidatedMember,当期末,個別,時点,JPY,円,512000000
jppfs_cor:PrepaidExpenses,前払費用,CurrentYearInstant_NonConsolidatedMember,当期末,個別,時点,JPY,円,1362000000
jppfs_cor:OtherCA,その他、流動資産,CurrentYearInstant_NonConsolidatedMember,当期末,個別,時点,JPY,円,125064000000
jppfs_cor:AllowanceForDoubtfulAccountsCA,貸倒引当金、流動資産、一括控除,CurrentYearInstant_NonConsolidatedMember,当期末,個別,時点,JPY,円,-14961000000
jppfs_cor:CurrentAssets,流動資産,CurrentYearInstant_NonConsolidatedMember,当期末,個別,時点,JPY,円,3661101000000
jppfs_cor:BuildingsNet,建物（純額）,CurrentYearInstant_NonConsolidatedMember,当期末,個別,時点,JPY,円,723000000
jppfs_cor:VehiclesNet,車両運搬具（純額）,CurrentYearInstant_NonConsolidatedMember,当期末,個別,時点,JPY,円,25000000
jppfs_cor:ToolsFurnitureAndFixturesNet,工具、器具及び備品（純額）,CurrentYearInstant_NonConsolidatedMember,当期末,個別,時点,JPY,円,441000000
jpcrp030000-asr_E05031-000:PropertyForLeaseNetPPELEA,,CurrentYearInstant_NonConsolidatedMember,当期末,その他,時点,JPY,円,2463000000
jppfs_cor:PropertyPlantAndEquipment,有形固定資産,CurrentYearInstant_NonConsolidatedMember,当期末,個別,時点,JPY,円,3653000000
jppfs_cor:Software,ソフトウエア,CurrentYearInstant_NonConsolidatedMember,当期末,個別,時点,JPY,円,22780000000
jppfs_cor:IntangibleAssets,無形固定資産,CurrentYearInstant_NonConsolidatedMember,当期末,個別,時点,JPY,円,22780000000
jppfs_cor:InvestmentSecurities,投資有価証券,CurrentYearInstant_NonConsolidatedMember,当期末,個別,時点,JPY,円,520000000
jppfs_cor:StocksOfSubsidiariesAndAffiliates,関係会社株式,CurrentYearInstant_NonConsolidatedMember,当期末,個別,時点,JPY,円,14220000000
jppfs_cor:InvestmentsInCapital,出資金,CurrentYearInstant_NonConsolidatedMember,当期末,個別,時点,JPY,円,912000000
jppfs_cor:InvestmentsInCapitalOfSubsidiariesAndAffiliates,関係会社出資金,CurrentYearInstant_NonConsolidatedMember,当期末,個別,時点,JPY,円,2881000000
jppfs_cor:LongTermLoansReceivableFromEmployees,従業員に対する長期貸付金,CurrentYearInstant_NonConsolidatedMember,当期末,個別,時点,JPY,円,129000000
jppfs_cor:LongTermPrepaidExpenses,長期前払費用,CurrentYearInstant_NonConsolidatedMember,当期末,個別,時点,JPY,円,1775000000
jppfs_cor:DeferredTaxAssets,繰延税金資産,CurrentYearInstant_NonConsolidatedMember,当期末,個別,時点,JPY,円,31483000000
jppfs_cor:OtherIOA,その他、投資その他の資産,CurrentYearInstant_NonConsolidatedMember,当期末,個別,時点,JPY,円,10094000000
jppfs_cor:InvestmentsAndOtherAssets,投資その他の資産,CurrentYearInstant_NonConsolidatedMember,当期末,個別,時点,JPY,円,62018000000
jppfs_cor:NoncurrentAssets,固定資産,CurrentYearInstant_NonConsolidatedMember,当期末,個別,時点,JPY,円,88452000000
jppfs_cor:BondIssuanceCostDA,社債発行費、繰延資産,CurrentYearInstant_NonConsolidatedMember,当期末,個別,時点,JPY,円,632000000
jppfs_cor:DeferredAssets,繰延資産,CurrentYearInstant_NonConsolidatedMember,当期末,個別,時点,JPY,円,632000000
jppfs_cor:Assets,資産,CurrentYearInstant_NonConsolidatedMember,当期末,個別,時点,JPY,円,3750186000000
jppfs_cor:AccountsPayableTrade,買掛金,CurrentYearInstant_NonConsolidatedMember,当期末,個別,時点,JPY,円,280303000000
jppfs_cor:ShortTermLoansPayable,短期借入金,CurrentYearInstant_NonConsolidatedMember,当期末,個別,時点,JPY,円,370000000000
jppfs_cor:CurrentPortionOfLongTermLoansPayable,１年内返済予定の長期借入金,CurrentYearInstant_NonConsolidatedMember,当期末,個別,時点,JPY,円,127500000000
jpcrp030000-asr_E05031-000:CurrentPortionOfLongTermLoansPayableUnderCreditFluidityCL,,CurrentYearInstant_NonConsolidatedMember,当期末,その他,時点,JPY,円,75359000000
jppfs_cor:CurrentPortionOfBonds,１年内償還予定の社債,CurrentYearInstant_NonConsolidatedMember,当期末,個別,時点,JPY,円,121000000000
jppfs_cor:LeaseObligationsCL,リース債務、流動負債,CurrentYearInstant_NonConsolidatedMember,当期末,個別,時点,JPY,円,110000000
jppfs_cor:AccountsPayableOther,未払金,CurrentYearInstant_NonConsolidatedMember,当期末,個別,時点,JPY,円,19687000000
jppfs_cor:AccruedExpenses,未払費用,CurrentYearInstant_NonConsolidatedMember,当期末,個別,時点,JPY,円,4016000000
jppfs_cor:IncomeTaxesPayable,未払法人税等,CurrentYearInstant_NonConsolidatedMember,当期末,個別,時点,JPY,円,3586000000
jppfs_cor:AdvancesReceived,前受金,CurrentYearInstant_NonConsolidatedMember,当期末,個別,時点,JPY,円,4515000000
jppfs_cor:DepositsReceived,預り金,CurrentYearInstant_NonConsolidatedMember,当期末,個別,時点,JPY,円,46757000000
jppfs_cor:UnearnedRevenue,前受収益,CurrentYearInstant_NonConsolidatedMember,当期末,個別,時点,JPY,円,530000000
jppfs_cor:ProvisionForBonuses,賞与引当金,CurrentYearInstant_NonConsolidatedMember,当期末,個別,時点,JPY,円,2493000000
jppfs_cor:ProvisionForDirectorsBonuses,役員賞与引当金,CurrentYearInstant_NonConsolidatedMember,当期末,個別,時点,JPY,円,76000000
jppfs_cor:ProvisionForPointCardCertificatesCL,ポイント引当金、流動負債,CurrentYearInstant_NonConsolidatedMember,当期末,個別,時点,JPY,円,17943000000
jppfs_cor:ProvisionForLossOnGuaranteesCL,債務保証損失引当金、流動負債,CurrentYearInstant_NonConsolidatedMember,当期末,個別,時点,JPY,円,6453000000
jppfs_cor:OtherCL,その他、流動負債,CurrentYearInstant_NonConsolidatedMember,当期末,個別,時点,JPY,円,299000000
jppfs_cor:CurrentLiabilities,流動負債,CurrentYearInstant_NonConsolidatedMember,当期末,個別,時点,JPY,円,1080632000000
jppfs_cor:BondsPayable,社債,CurrentYearInstant_NonConsolidatedMember,当期末,個別,時点,JPY,円,575000000000
jppfs_cor:LongTermLoansPayable,長期借入金,CurrentYearInstant_NonConsolidatedMember,当期末,個別,時点,JPY,円,1398000000000
jpcrp030000-asr_E05031-000:CurrentPortionOfLongTermLoansPayableUnderCreditFluidityNCL,,CurrentYearInstant_NonConsolidatedMember,当期末,その他,時点,JPY,円,340771000000
jppfs_cor:LeaseObligationsNCL,リース債務、固定負債,CurrentYearInstant_NonConsolidatedMember,当期末,個別,時点,JPY,円,172000000
jppfs_cor:ProvisionForRetirementBenefits,退職給付引当金,CurrentYearInstant_NonConsolidatedMember,当期末,個別,時点,JPY,円,9055000000
jppfs_cor:ProvisionForDirectorsRetirementBenefits,役員退職慰労引当金,CurrentYearInstant_NonConsolidatedMember,当期末,個別,時点,JPY,円,129000000
jppfs_cor:AssetRetirementObligationsNCL,資産除去債務、固定負債,CurrentYearInstant_NonConsolidatedMember,当期末,個別,時点,JPY,円,532000000
jppfs_cor:OtherNCL,その他、固定負債,CurrentYearInstant_NonConsolidatedMember,当期末,個別,時点,JPY,円,40425000000
jppfs_cor:NoncurrentLiabilities,固定負債,CurrentYearInstant_NonConsolidatedMember,当期末,個別,時点,JPY,円,2364085000000
jppfs_cor:Liabilities,負債,CurrentYearInstant_NonConsolidatedMember,当期末,個別,時点,JPY,円,3444717000000
jppfs_cor:CapitalStock,資本金,CurrentYearInstant_NonConsolidatedMember,当期末,個別,時点,JPY,円,16500000000
jppfs_cor:LegalCapitalSurplus,資本準備金,CurrentYearInstant_NonConsolidatedMember,当期末,個別,時点,JPY,円,13500000000
jppfs_cor:CapitalSurplus,資本剰余金,CurrentYearInstant_NonConsolidatedMember,当期末,個別,時点,JPY,円,13500000000
jppfs_cor:LegalRetainedEarnings,利益準備金,CurrentYearInstant_NonConsolidatedMember,当期末,個別,時点,JPY,円,750000000
jppfs_cor:GeneralReserve,別途積立金,CurrentYearInstant_NonConsolidatedMember,当期末,個別,時点,JPY,円,248145000000
jppfs_cor:RetainedEarningsBroughtForward,繰越利益剰余金,CurrentYearInstant_NonConsolidatedMember,当期末,個別,時点,JPY,円,27430000000
jppfs_cor:RetainedEarnings,利益剰余金,CurrentYearInstant_NonConsolidatedMember,当期末,個別,時点,JPY,円,276325000000
